Year,Month,GEO,Vehicle type,Number Of Sales
2001,January,Alberta,Passenger cars,4263
2001,January,Alberta,Trucks,8102
2001,January,British Columbia,Passenger cars,5005
2001,January,British Columbia,Trucks,5595
2001,January,Manitoba,Passenger cars,1106
2001,January,Manitoba,Trucks,1703
2001,January,New Brunswick,Passenger cars,983
2001,January,New Brunswick,Trucks,1104
2001,January,Newfoundland and Labrador,Passenger cars,571
2001,January,Newfoundland and Labrador,Trucks,492
2001,January,Nova Scotia,Passenger cars,1236
2001,January,Nova Scotia,Trucks,1206
2001,January,Ontario,Passenger cars,22022
2001,January,Ontario,Trucks,19351
2001,January,Prince Edward Island,Passenger cars,116
2001,January,Prince Edward Island,Trucks,137
2001,January,Quebec,Passenger cars,12579
2001,January,Quebec,Trucks,8667
2001,January,Saskatchewan,Passenger cars,901
2001,January,Saskatchewan,Trucks,1652
2001,February,Alberta,Passenger cars,3604
2001,February,Alberta,Trucks,6628
2001,February,British Columbia,Passenger cars,5012
2001,February,British Columbia,Trucks,5701
2001,February,Manitoba,Passenger cars,850
2001,February,Manitoba,Trucks,1448
2001,February,New Brunswick,Passenger cars,992
2001,February,New Brunswick,Trucks,1016
2001,February,Newfoundland and Labrador,Passenger cars,559
2001,February,Newfoundland and Labrador,Trucks,504
2001,February,Nova Scotia,Passenger cars,1133
2001,February,Nova Scotia,Trucks,1080
2001,February,Ontario,Passenger cars,19322
2001,February,Ontario,Trucks,16843
2001,February,Prince Edward Island,Passenger cars,92
2001,February,Prince Edward Island,Trucks,95
2001,February,Quebec,Passenger cars,13381
2001,February,Quebec,Trucks,8796
2001,February,Saskatchewan,Passenger cars,755
2001,February,Saskatchewan,Trucks,1348
2001,March,Alberta,Passenger cars,5653
2001,March,Alberta,Trucks,10928
2001,March,British Columbia,Passenger cars,7118
2001,March,British Columbia,Trucks,8456
2001,March,Manitoba,Passenger cars,1512
2001,March,Manitoba,Trucks,2172
2001,March,New Brunswick,Passenger cars,1846
2001,March,New Brunswick,Trucks,1679
2001,March,Newfoundland and Labrador,Passenger cars,1379
2001,March,Newfoundland and Labrador,Trucks,944
2001,March,Nova Scotia,Passenger cars,2152
2001,March,Nova Scotia,Trucks,1749
2001,March,Ontario,Passenger cars,30114
2001,March,Ontario,Trucks,25588
2001,March,Prince Edward Island,Passenger cars,199
2001,March,Prince Edward Island,Trucks,140
2001,March,Quebec,Passenger cars,24485
2001,March,Quebec,Trucks,13721
2001,March,Saskatchewan,Passenger cars,1321
2001,March,Saskatchewan,Trucks,2033
2001,April,Alberta,Passenger cars,6712
2001,April,Alberta,Trucks,10425
2001,April,British Columbia,Passenger cars,7269
2001,April,British Columbia,Trucks,8299
2001,April,Manitoba,Passenger cars,1598
2001,April,Manitoba,Trucks,2419
2001,April,New Brunswick,Passenger cars,2276
2001,April,New Brunswick,Trucks,1835
2001,April,Newfoundland and Labrador,Passenger cars,1539
2001,April,Newfoundland and Labrador,Trucks,952
2001,April,Nova Scotia,Passenger cars,2819
2001,April,Nova Scotia,Trucks,1736
2001,April,Ontario,Passenger cars,32094
2001,April,Ontario,Trucks,25050
2001,April,Prince Edward Island,Passenger cars,260
2001,April,Prince Edward Island,Trucks,161
2001,April,Quebec,Passenger cars,27170
2001,April,Quebec,Trucks,14183
2001,April,Saskatchewan,Passenger cars,1316
2001,April,Saskatchewan,Trucks,2066
2001,May,Alberta,Passenger cars,8436
2001,May,Alberta,Trucks,10752
2001,May,British Columbia,Passenger cars,9436
2001,May,British Columbia,Trucks,8547
2001,May,Manitoba,Passenger cars,2137
2001,May,Manitoba,Trucks,2279
2001,May,New Brunswick,Passenger cars,2629
2001,May,New Brunswick,Trucks,1954
2001,May,Newfoundland and Labrador,Passenger cars,2030
2001,May,Newfoundland and Labrador,Trucks,1210
2001,May,Nova Scotia,Passenger cars,3966
2001,May,Nova Scotia,Trucks,1716
2001,May,Ontario,Passenger cars,37972
2001,May,Ontario,Trucks,26780
2001,May,Prince Edward Island,Passenger cars,325
2001,May,Prince Edward Island,Trucks,224
2001,May,Quebec,Passenger cars,31121
2001,May,Quebec,Trucks,13901
2001,May,Saskatchewan,Passenger cars,1647
2001,May,Saskatchewan,Trucks,1996
2001,June,Alberta,Passenger cars,7878
2001,June,Alberta,Trucks,10761
2001,June,British Columbia,Passenger cars,8120
2001,June,British Columbia,Trucks,8986
2001,June,Manitoba,Passenger cars,1936
2001,June,Manitoba,Trucks,2031
2001,June,New Brunswick,Passenger cars,2265
2001,June,New Brunswick,Trucks,1902
2001,June,Newfoundland and Labrador,Passenger cars,1866
2001,June,Newfoundland and Labrador,Trucks,1238
2001,June,Nova Scotia,Passenger cars,2908
2001,June,Nova Scotia,Trucks,1730
2001,June,Ontario,Passenger cars,36711
2001,June,Ontario,Trucks,28612
2001,June,Prince Edward Island,Passenger cars,305
2001,June,Prince Edward Island,Trucks,258
2001,June,Quebec,Passenger cars,25660
2001,June,Quebec,Trucks,14280
2001,June,Saskatchewan,Passenger cars,1619
2001,June,Saskatchewan,Trucks,2013
2001,July,Alberta,Passenger cars,5648
2001,July,Alberta,Trucks,8631
2001,July,British Columbia,Passenger cars,7258
2001,July,British Columbia,Trucks,6687
2001,July,Manitoba,Passenger cars,1745
2001,July,Manitoba,Trucks,1733
2001,July,New Brunswick,Passenger cars,1682
2001,July,New Brunswick,Trucks,1335
2001,July,Newfoundland and Labrador,Passenger cars,1457
2001,July,Newfoundland and Labrador,Trucks,848
2001,July,Nova Scotia,Passenger cars,2415
2001,July,Nova Scotia,Trucks,1292
2001,July,Ontario,Passenger cars,28772
2001,July,Ontario,Trucks,23738
2001,July,Prince Edward Island,Passenger cars,289
2001,July,Prince Edward Island,Trucks,184
2001,July,Quebec,Passenger cars,22925
2001,July,Quebec,Trucks,11002
2001,July,Saskatchewan,Passenger cars,1312
2001,July,Saskatchewan,Trucks,1546
2001,August,Alberta,Passenger cars,5943
2001,August,Alberta,Trucks,9179
2001,August,British Columbia,Passenger cars,7321
2001,August,British Columbia,Trucks,7073
2001,August,Manitoba,Passenger cars,1810
2001,August,Manitoba,Trucks,1854
2001,August,New Brunswick,Passenger cars,1770
2001,August,New Brunswick,Trucks,1397
2001,August,Newfoundland and Labrador,Passenger cars,1447
2001,August,Newfoundland and Labrador,Trucks,1002
2001,August,Nova Scotia,Passenger cars,2268
2001,August,Nova Scotia,Trucks,1367
2001,August,Ontario,Passenger cars,31346
2001,August,Ontario,Trucks,24621
2001,August,Prince Edward Island,Passenger cars,255
2001,August,Prince Edward Island,Trucks,176
2001,August,Quebec,Passenger cars,25362
2001,August,Quebec,Trucks,11621
2001,August,Saskatchewan,Passenger cars,1452
2001,August,Saskatchewan,Trucks,1766
2001,September,Alberta,Passenger cars,5492
2001,September,Alberta,Trucks,9550
2001,September,British Columbia,Passenger cars,6626
2001,September,British Columbia,Trucks,6714
2001,September,Manitoba,Passenger cars,1871
2001,September,Manitoba,Trucks,1922
2001,September,New Brunswick,Passenger cars,1493
2001,September,New Brunswick,Trucks,1260
2001,September,Newfoundland and Labrador,Passenger cars,1127
2001,September,Newfoundland and Labrador,Trucks,813
2001,September,Nova Scotia,Passenger cars,1769
2001,September,Nova Scotia,Trucks,1242
2001,September,Ontario,Passenger cars,28606
2001,September,Ontario,Trucks,23572
2001,September,Prince Edward Island,Passenger cars,223
2001,September,Prince Edward Island,Trucks,162
2001,September,Quebec,Passenger cars,20364
2001,September,Quebec,Trucks,10924
2001,September,Saskatchewan,Passenger cars,1364
2001,September,Saskatchewan,Trucks,1951
2001,October,Alberta,Passenger cars,5810
2001,October,Alberta,Trucks,9437
2001,October,British Columbia,Passenger cars,6723
2001,October,British Columbia,Trucks,6268
2001,October,Manitoba,Passenger cars,1818
2001,October,Manitoba,Trucks,1796
2001,October,New Brunswick,Passenger cars,1505
2001,October,New Brunswick,Trucks,1375
2001,October,Newfoundland and Labrador,Passenger cars,954
2001,October,Newfoundland and Labrador,Trucks,725
2001,October,Nova Scotia,Passenger cars,1785
2001,October,Nova Scotia,Trucks,1199
2001,October,Ontario,Passenger cars,28650
2001,October,Ontario,Trucks,23285
2001,October,Prince Edward Island,Passenger cars,198
2001,October,Prince Edward Island,Trucks,141
2001,October,Quebec,Passenger cars,19935
2001,October,Quebec,Trucks,9494
2001,October,Saskatchewan,Passenger cars,1264
2001,October,Saskatchewan,Trucks,1855
2001,November,Alberta,Passenger cars,6026
2001,November,Alberta,Trucks,10540
2001,November,British Columbia,Passenger cars,7223
2001,November,British Columbia,Trucks,7333
2001,November,Manitoba,Passenger cars,1776
2001,November,Manitoba,Trucks,1900
2001,November,New Brunswick,Passenger cars,1529
2001,November,New Brunswick,Trucks,1405
2001,November,Newfoundland and Labrador,Passenger cars,903
2001,November,Newfoundland and Labrador,Trucks,713
2001,November,Nova Scotia,Passenger cars,1797
2001,November,Nova Scotia,Trucks,1387
2001,November,Ontario,Passenger cars,30241
2001,November,Ontario,Trucks,25450
2001,November,Prince Edward Island,Passenger cars,202
2001,November,Prince Edward Island,Trucks,146
2001,November,Quebec,Passenger cars,19093
2001,November,Quebec,Trucks,10857
2001,November,Saskatchewan,Passenger cars,1260
2001,November,Saskatchewan,Trucks,2136
2001,December,Alberta,Passenger cars,6011
2001,December,Alberta,Trucks,11454
2001,December,British Columbia,Passenger cars,7156
2001,December,British Columbia,Trucks,8680
2001,December,Manitoba,Passenger cars,1557
2001,December,Manitoba,Trucks,2331
2001,December,New Brunswick,Passenger cars,1396
2001,December,New Brunswick,Trucks,1557
2001,December,Newfoundland and Labrador,Passenger cars,743
2001,December,Newfoundland and Labrador,Trucks,633
2001,December,Nova Scotia,Passenger cars,1781
2001,December,Nova Scotia,Trucks,1578
2001,December,Ontario,Passenger cars,29458
2001,December,Ontario,Trucks,29102
2001,December,Prince Edward Island,Passenger cars,166
2001,December,Prince Edward Island,Trucks,181
2001,December,Quebec,Passenger cars,16693
2001,December,Quebec,Trucks,11543
2001,December,Saskatchewan,Passenger cars,1287
2001,December,Saskatchewan,Trucks,2494
2002,January,Alberta,Passenger cars,5360
2002,January,Alberta,Trucks,9285
2002,January,British Columbia,Passenger cars,6660
2002,January,British Columbia,Trucks,7077
2002,January,Manitoba,Passenger cars,1343
2002,January,Manitoba,Trucks,1997
2002,January,New Brunswick,Passenger cars,1147
2002,January,New Brunswick,Trucks,1292
2002,January,Newfoundland and Labrador,Passenger cars,715
2002,January,Newfoundland and Labrador,Trucks,588
2002,January,Nova Scotia,Passenger cars,1494
2002,January,Nova Scotia,Trucks,1292
2002,January,Ontario,Passenger cars,23433
2002,January,Ontario,Trucks,22746
2002,January,Prince Edward Island,Passenger cars,155
2002,January,Prince Edward Island,Trucks,133
2002,January,Quebec,Passenger cars,14913
2002,January,Quebec,Trucks,9607
2002,January,Saskatchewan,Passenger cars,1050
2002,January,Saskatchewan,Trucks,1818
2002,February,Alberta,Passenger cars,4458
2002,February,Alberta,Trucks,8138
2002,February,British Columbia,Passenger cars,6496
2002,February,British Columbia,Trucks,7469
2002,February,Manitoba,Passenger cars,1193
2002,February,Manitoba,Trucks,1946
2002,February,New Brunswick,Passenger cars,1154
2002,February,New Brunswick,Trucks,1212
2002,February,Newfoundland and Labrador,Passenger cars,793
2002,February,Newfoundland and Labrador,Trucks,612
2002,February,Nova Scotia,Passenger cars,1476
2002,February,Nova Scotia,Trucks,1163
2002,February,Ontario,Passenger cars,20473
2002,February,Ontario,Trucks,20214
2002,February,Prince Edward Island,Passenger cars,130
2002,February,Prince Edward Island,Trucks,120
2002,February,Quebec,Passenger cars,15547
2002,February,Quebec,Trucks,8963
2002,February,Saskatchewan,Passenger cars,868
2002,February,Saskatchewan,Trucks,1556
2002,March,Alberta,Passenger cars,6560
2002,March,Alberta,Trucks,10895
2002,March,British Columbia,Passenger cars,7989
2002,March,British Columbia,Trucks,8082
2002,March,Manitoba,Passenger cars,1755
2002,March,Manitoba,Trucks,2286
2002,March,New Brunswick,Passenger cars,2169
2002,March,New Brunswick,Trucks,1790
2002,March,Newfoundland and Labrador,Passenger cars,1363
2002,March,Newfoundland and Labrador,Trucks,913
2002,March,Nova Scotia,Passenger cars,2655
2002,March,Nova Scotia,Trucks,1679
2002,March,Ontario,Passenger cars,32541
2002,March,Ontario,Trucks,27816
2002,March,Prince Edward Island,Passenger cars,244
2002,March,Prince Edward Island,Trucks,168
2002,March,Quebec,Passenger cars,24538
2002,March,Quebec,Trucks,13366
2002,March,Saskatchewan,Passenger cars,1304
2002,March,Saskatchewan,Trucks,2173
2002,April,Alberta,Passenger cars,7527
2002,April,Alberta,Trucks,11215
2002,April,British Columbia,Passenger cars,8763
2002,April,British Columbia,Trucks,8335
2002,April,Manitoba,Passenger cars,2189
2002,April,Manitoba,Trucks,2359
2002,April,New Brunswick,Passenger cars,2490
2002,April,New Brunswick,Trucks,2080
2002,April,Newfoundland and Labrador,Passenger cars,1618
2002,April,Newfoundland and Labrador,Trucks,1097
2002,April,Nova Scotia,Passenger cars,3338
2002,April,Nova Scotia,Trucks,1840
2002,April,Ontario,Passenger cars,36676
2002,April,Ontario,Trucks,27987
2002,April,Prince Edward Island,Passenger cars,290
2002,April,Prince Edward Island,Trucks,181
2002,April,Quebec,Passenger cars,30740
2002,April,Quebec,Trucks,14921
2002,April,Saskatchewan,Passenger cars,1673
2002,April,Saskatchewan,Trucks,2239
2002,May,Alberta,Passenger cars,9328
2002,May,Alberta,Trucks,11959
2002,May,British Columbia,Passenger cars,10956
2002,May,British Columbia,Trucks,9773
2002,May,Manitoba,Passenger cars,2357
2002,May,Manitoba,Trucks,2536
2002,May,New Brunswick,Passenger cars,2719
2002,May,New Brunswick,Trucks,2187
2002,May,Newfoundland and Labrador,Passenger cars,1865
2002,May,Newfoundland and Labrador,Trucks,1272
2002,May,Nova Scotia,Passenger cars,3795
2002,May,Nova Scotia,Trucks,1969
2002,May,Ontario,Passenger cars,39798
2002,May,Ontario,Trucks,30801
2002,May,Prince Edward Island,Passenger cars,319
2002,May,Prince Edward Island,Trucks,235
2002,May,Quebec,Passenger cars,33575
2002,May,Quebec,Trucks,16699
2002,May,Saskatchewan,Passenger cars,1785
2002,May,Saskatchewan,Trucks,2385
2002,June,Alberta,Passenger cars,8225
2002,June,Alberta,Trucks,11865
2002,June,British Columbia,Passenger cars,10066
2002,June,British Columbia,Trucks,10033
2002,June,Manitoba,Passenger cars,2000
2002,June,Manitoba,Trucks,2275
2002,June,New Brunswick,Passenger cars,2051
2002,June,New Brunswick,Trucks,2167
2002,June,Newfoundland and Labrador,Passenger cars,1595
2002,June,Newfoundland and Labrador,Trucks,1072
2002,June,Nova Scotia,Passenger cars,2700
2002,June,Nova Scotia,Trucks,1819
2002,June,Ontario,Passenger cars,36078
2002,June,Ontario,Trucks,31542
2002,June,Prince Edward Island,Passenger cars,320
2002,June,Prince Edward Island,Trucks,224
2002,June,Quebec,Passenger cars,25842
2002,June,Quebec,Trucks,14719
2002,June,Saskatchewan,Passenger cars,1510
2002,June,Saskatchewan,Trucks,2202
2002,July,Alberta,Passenger cars,6447
2002,July,Alberta,Trucks,9200
2002,July,British Columbia,Passenger cars,8122
2002,July,British Columbia,Trucks,8887
2002,July,Manitoba,Passenger cars,2006
2002,July,Manitoba,Trucks,2035
2002,July,New Brunswick,Passenger cars,1752
2002,July,New Brunswick,Trucks,1370
2002,July,Newfoundland and Labrador,Passenger cars,1332
2002,July,Newfoundland and Labrador,Trucks,1070
2002,July,Nova Scotia,Passenger cars,2341
2002,July,Nova Scotia,Trucks,1730
2002,July,Ontario,Passenger cars,30218
2002,July,Ontario,Trucks,23658
2002,July,Prince Edward Island,Passenger cars,301
2002,July,Prince Edward Island,Trucks,185
2002,July,Quebec,Passenger cars,24907
2002,July,Quebec,Trucks,12140
2002,July,Saskatchewan,Passenger cars,1553
2002,July,Saskatchewan,Trucks,1847
2002,August,Alberta,Passenger cars,6755
2002,August,Alberta,Trucks,9674
2002,August,British Columbia,Passenger cars,8322
2002,August,British Columbia,Trucks,7406
2002,August,Manitoba,Passenger cars,2294
2002,August,Manitoba,Trucks,2372
2002,August,New Brunswick,Passenger cars,1871
2002,August,New Brunswick,Trucks,1620
2002,August,Newfoundland and Labrador,Passenger cars,1452
2002,August,Newfoundland and Labrador,Trucks,1045
2002,August,Nova Scotia,Passenger cars,2406
2002,August,Nova Scotia,Trucks,1722
2002,August,Ontario,Passenger cars,32814
2002,August,Ontario,Trucks,27175
2002,August,Prince Edward Island,Passenger cars,260
2002,August,Prince Edward Island,Trucks,184
2002,August,Quebec,Passenger cars,26730
2002,August,Quebec,Trucks,13230
2002,August,Saskatchewan,Passenger cars,1607
2002,August,Saskatchewan,Trucks,1926
2002,September,Alberta,Passenger cars,6572
2002,September,Alberta,Trucks,10294
2002,September,British Columbia,Passenger cars,7389
2002,September,British Columbia,Trucks,7440
2002,September,Manitoba,Passenger cars,2093
2002,September,Manitoba,Trucks,2218
2002,September,New Brunswick,Passenger cars,1683
2002,September,New Brunswick,Trucks,1584
2002,September,Newfoundland and Labrador,Passenger cars,1274
2002,September,Newfoundland and Labrador,Trucks,924
2002,September,Nova Scotia,Passenger cars,2197
2002,September,Nova Scotia,Trucks,1529
2002,September,Ontario,Passenger cars,32104
2002,September,Ontario,Trucks,26143
2002,September,Prince Edward Island,Passenger cars,244
2002,September,Prince Edward Island,Trucks,190
2002,September,Quebec,Passenger cars,24002
2002,September,Quebec,Trucks,12848
2002,September,Saskatchewan,Passenger cars,1567
2002,September,Saskatchewan,Trucks,2002
2002,October,Alberta,Passenger cars,5863
2002,October,Alberta,Trucks,10301
2002,October,British Columbia,Passenger cars,7413
2002,October,British Columbia,Trucks,7573
2002,October,Manitoba,Passenger cars,1893
2002,October,Manitoba,Trucks,2047
2002,October,New Brunswick,Passenger cars,1396
2002,October,New Brunswick,Trucks,1393
2002,October,Newfoundland and Labrador,Passenger cars,1037
2002,October,Newfoundland and Labrador,Trucks,810
2002,October,Nova Scotia,Passenger cars,1947
2002,October,Nova Scotia,Trucks,1404
2002,October,Ontario,Passenger cars,30570
2002,October,Ontario,Trucks,25072
2002,October,Prince Edward Island,Passenger cars,195
2002,October,Prince Edward Island,Trucks,177
2002,October,Quebec,Passenger cars,23421
2002,October,Quebec,Trucks,12129
2002,October,Saskatchewan,Passenger cars,1362
2002,October,Saskatchewan,Trucks,1948
2002,November,Alberta,Passenger cars,5830
2002,November,Alberta,Trucks,10817
2002,November,British Columbia,Passenger cars,6939
2002,November,British Columbia,Trucks,7618
2002,November,Manitoba,Passenger cars,1593
2002,November,Manitoba,Trucks,2211
2002,November,New Brunswick,Passenger cars,1110
2002,November,New Brunswick,Trucks,1417
2002,November,Newfoundland and Labrador,Passenger cars,735
2002,November,Newfoundland and Labrador,Trucks,843
2002,November,Nova Scotia,Passenger cars,1679
2002,November,Nova Scotia,Trucks,1484
2002,November,Ontario,Passenger cars,27329
2002,November,Ontario,Trucks,24737
2002,November,Prince Edward Island,Passenger cars,175
2002,November,Prince Edward Island,Trucks,182
2002,November,Quebec,Passenger cars,17766
2002,November,Quebec,Trucks,11564
2002,November,Saskatchewan,Passenger cars,1194
2002,November,Saskatchewan,Trucks,2021
2002,December,Alberta,Passenger cars,6910
2002,December,Alberta,Trucks,11328
2002,December,British Columbia,Passenger cars,7600
2002,December,British Columbia,Trucks,8724
2002,December,Manitoba,Passenger cars,1718
2002,December,Manitoba,Trucks,2593
2002,December,New Brunswick,Passenger cars,1531
2002,December,New Brunswick,Trucks,1752
2002,December,Newfoundland and Labrador,Passenger cars,875
2002,December,Newfoundland and Labrador,Trucks,890
2002,December,Nova Scotia,Passenger cars,2008
2002,December,Nova Scotia,Trucks,1809
2002,December,Ontario,Passenger cars,29377
2002,December,Ontario,Trucks,30366
2002,December,Prince Edward Island,Passenger cars,202
2002,December,Prince Edward Island,Trucks,182
2002,December,Quebec,Passenger cars,18858
2002,December,Quebec,Trucks,12594
2002,December,Saskatchewan,Passenger cars,1399
2002,December,Saskatchewan,Trucks,2596
2003,January,Alberta,Passenger cars,4920
2003,January,Alberta,Trucks,7630
2003,January,British Columbia,Passenger cars,6676
2003,January,British Columbia,Trucks,6152
2003,January,Manitoba,Passenger cars,1157
2003,January,Manitoba,Trucks,1539
2003,January,New Brunswick,Passenger cars,973
2003,January,New Brunswick,Trucks,941
2003,January,Newfoundland and Labrador,Passenger cars,486
2003,January,Newfoundland and Labrador,Trucks,478
2003,January,Nova Scotia,Passenger cars,1182
2003,January,Nova Scotia,Trucks,1166
2003,January,Ontario,Passenger cars,19586
2003,January,Ontario,Trucks,17904
2003,January,Prince Edward Island,Passenger cars,106
2003,January,Prince Edward Island,Trucks,104
2003,January,Quebec,Passenger cars,13879
2003,January,Quebec,Trucks,8152
2003,January,Saskatchewan,Passenger cars,925
2003,January,Saskatchewan,Trucks,1521
2003,February,Alberta,Passenger cars,4198
2003,February,Alberta,Trucks,8377
2003,February,British Columbia,Passenger cars,6936
2003,February,British Columbia,Trucks,6800
2003,February,Manitoba,Passenger cars,1178
2003,February,Manitoba,Trucks,1714
2003,February,New Brunswick,Passenger cars,1227
2003,February,New Brunswick,Trucks,1103
2003,February,Newfoundland and Labrador,Passenger cars,795
2003,February,Newfoundland and Labrador,Trucks,576
2003,February,Nova Scotia,Passenger cars,1464
2003,February,Nova Scotia,Trucks,1263
2003,February,Ontario,Passenger cars,21283
2003,February,Ontario,Trucks,20173
2003,February,Prince Edward Island,Passenger cars,125
2003,February,Prince Edward Island,Trucks,123
2003,February,Quebec,Passenger cars,16507
2003,February,Quebec,Trucks,9033
2003,February,Saskatchewan,Passenger cars,925
2003,February,Saskatchewan,Trucks,1591
2003,March,Alberta,Passenger cars,5974
2003,March,Alberta,Trucks,10680
2003,March,British Columbia,Passenger cars,7664
2003,March,British Columbia,Trucks,7561
2003,March,Manitoba,Passenger cars,1727
2003,March,Manitoba,Trucks,2200
2003,March,New Brunswick,Passenger cars,2051
2003,March,New Brunswick,Trucks,1508
2003,March,Newfoundland and Labrador,Passenger cars,1238
2003,March,Newfoundland and Labrador,Trucks,947
2003,March,Nova Scotia,Passenger cars,2393
2003,March,Nova Scotia,Trucks,1609
2003,March,Ontario,Passenger cars,31164
2003,March,Ontario,Trucks,28699
2003,March,Prince Edward Island,Passenger cars,232
2003,March,Prince Edward Island,Trucks,133
2003,March,Quebec,Passenger cars,25466
2003,March,Quebec,Trucks,13990
2003,March,Saskatchewan,Passenger cars,1476
2003,March,Saskatchewan,Trucks,2210
2003,April,Alberta,Passenger cars,7016
2003,April,Alberta,Trucks,10399
2003,April,British Columbia,Passenger cars,7776
2003,April,British Columbia,Trucks,7267
2003,April,Manitoba,Passenger cars,1919
2003,April,Manitoba,Trucks,2188
2003,April,New Brunswick,Passenger cars,2156
2003,April,New Brunswick,Trucks,1551
2003,April,Newfoundland and Labrador,Passenger cars,1798
2003,April,Newfoundland and Labrador,Trucks,944
2003,April,Nova Scotia,Passenger cars,3114
2003,April,Nova Scotia,Trucks,1712
2003,April,Ontario,Passenger cars,31283
2003,April,Ontario,Trucks,26126
2003,April,Prince Edward Island,Passenger cars,250
2003,April,Prince Edward Island,Trucks,165
2003,April,Quebec,Passenger cars,30089
2003,April,Quebec,Trucks,13757
2003,April,Saskatchewan,Passenger cars,1392
2003,April,Saskatchewan,Trucks,2065
2003,May,Alberta,Passenger cars,8720
2003,May,Alberta,Trucks,12734
2003,May,British Columbia,Passenger cars,9726
2003,May,British Columbia,Trucks,8863
2003,May,Manitoba,Passenger cars,2452
2003,May,Manitoba,Trucks,2652
2003,May,New Brunswick,Passenger cars,2513
2003,May,New Brunswick,Trucks,2245
2003,May,Newfoundland and Labrador,Passenger cars,1937
2003,May,Newfoundland and Labrador,Trucks,1264
2003,May,Nova Scotia,Passenger cars,3718
2003,May,Nova Scotia,Trucks,2303
2003,May,Ontario,Passenger cars,38040
2003,May,Ontario,Trucks,32400
2003,May,Prince Edward Island,Passenger cars,376
2003,May,Prince Edward Island,Trucks,239
2003,May,Quebec,Passenger cars,34243
2003,May,Quebec,Trucks,16831
2003,May,Saskatchewan,Passenger cars,1782
2003,May,Saskatchewan,Trucks,2381
2003,June,Alberta,Passenger cars,6910
2003,June,Alberta,Trucks,10527
2003,June,British Columbia,Passenger cars,7888
2003,June,British Columbia,Trucks,7947
2003,June,Manitoba,Passenger cars,1975
2003,June,Manitoba,Trucks,2264
2003,June,New Brunswick,Passenger cars,2134
2003,June,New Brunswick,Trucks,1899
2003,June,Newfoundland and Labrador,Passenger cars,1512
2003,June,Newfoundland and Labrador,Trucks,1289
2003,June,Nova Scotia,Passenger cars,2629
2003,June,Nova Scotia,Trucks,1832
2003,June,Ontario,Passenger cars,30562
2003,June,Ontario,Trucks,28154
2003,June,Prince Edward Island,Passenger cars,258
2003,June,Prince Edward Island,Trucks,232
2003,June,Quebec,Passenger cars,24826
2003,June,Quebec,Trucks,13502
2003,June,Saskatchewan,Passenger cars,1392
2003,June,Saskatchewan,Trucks,2084
2003,July,Alberta,Passenger cars,6266
2003,July,Alberta,Trucks,10845
2003,July,British Columbia,Passenger cars,8264
2003,July,British Columbia,Trucks,8718
2003,July,Manitoba,Passenger cars,2121
2003,July,Manitoba,Trucks,2252
2003,July,New Brunswick,Passenger cars,1917
2003,July,New Brunswick,Trucks,1711
2003,July,Newfoundland and Labrador,Passenger cars,1423
2003,July,Newfoundland and Labrador,Trucks,1295
2003,July,Nova Scotia,Passenger cars,2761
2003,July,Nova Scotia,Trucks,2092
2003,July,Ontario,Passenger cars,28137
2003,July,Ontario,Trucks,26896
2003,July,Prince Edward Island,Passenger cars,285
2003,July,Prince Edward Island,Trucks,216
2003,July,Quebec,Passenger cars,25683
2003,July,Quebec,Trucks,14107
2003,July,Saskatchewan,Passenger cars,1531
2003,July,Saskatchewan,Trucks,2437
2003,August,Alberta,Passenger cars,6206
2003,August,Alberta,Trucks,10473
2003,August,British Columbia,Passenger cars,7739
2003,August,British Columbia,Trucks,8222
2003,August,Manitoba,Passenger cars,2002
2003,August,Manitoba,Trucks,2207
2003,August,New Brunswick,Passenger cars,1742
2003,August,New Brunswick,Trucks,1551
2003,August,Newfoundland and Labrador,Passenger cars,1403
2003,August,Newfoundland and Labrador,Trucks,1252
2003,August,Nova Scotia,Passenger cars,2324
2003,August,Nova Scotia,Trucks,1723
2003,August,Ontario,Passenger cars,27991
2003,August,Ontario,Trucks,25357
2003,August,Prince Edward Island,Passenger cars,294
2003,August,Prince Edward Island,Trucks,200
2003,August,Quebec,Passenger cars,26689
2003,August,Quebec,Trucks,13815
2003,August,Saskatchewan,Passenger cars,1623
2003,August,Saskatchewan,Trucks,2295
2003,September,Alberta,Passenger cars,6117
2003,September,Alberta,Trucks,10438
2003,September,British Columbia,Passenger cars,7056
2003,September,British Columbia,Trucks,7254
2003,September,Manitoba,Passenger cars,1892
2003,September,Manitoba,Trucks,2467
2003,September,New Brunswick,Passenger cars,1514
2003,September,New Brunswick,Trucks,1482
2003,September,Newfoundland and Labrador,Passenger cars,1091
2003,September,Newfoundland and Labrador,Trucks,1010
2003,September,Nova Scotia,Passenger cars,1746
2003,September,Nova Scotia,Trucks,1527
2003,September,Ontario,Passenger cars,28553
2003,September,Ontario,Trucks,28274
2003,September,Prince Edward Island,Passenger cars,220
2003,September,Prince Edward Island,Trucks,201
2003,September,Quebec,Passenger cars,23589
2003,September,Quebec,Trucks,13698
2003,September,Saskatchewan,Passenger cars,1508
2003,September,Saskatchewan,Trucks,2351
2003,October,Alberta,Passenger cars,5720
2003,October,Alberta,Trucks,9854
2003,October,British Columbia,Passenger cars,6936
2003,October,British Columbia,Trucks,6848
2003,October,Manitoba,Passenger cars,1652
2003,October,Manitoba,Trucks,1906
2003,October,New Brunswick,Passenger cars,1271
