Year,Month,GEO,Vehicle type,Number Of Sales
2011,August,British Columbia,Trucks,8517
2011,August,Manitoba,Passenger cars,1580
2011,August,Manitoba,Trucks,3210
2011,August,New Brunswick,Passenger cars,1443
2011,August,New Brunswick,Trucks,2301
2011,August,Newfoundland and Labrador,Passenger cars,1105
2011,August,Newfoundland and Labrador,Trucks,1785
2011,August,Nova Scotia,Passenger cars,1963
2011,August,Nova Scotia,Trucks,2084
2011,August,Ontario,Passenger cars,22907
2011,August,Ontario,Trucks,30279
2011,August,Prince Edward Island,Passenger cars,254
2011,August,Prince Edward Island,Trucks,323
2011,August,Quebec,Passenger cars,19820
2011,August,Quebec,Trucks,15856
2011,August,Saskatchewan,Passenger cars,1177
2011,August,Saskatchewan,Trucks,3670
2011,September,Alberta,Passenger cars,4428
2011,September,Alberta,Trucks,14998
2011,September,British Columbia,Passenger cars,5202
2011,September,British Columbia,Trucks,8465
2011,September,Manitoba,Passenger cars,1261
2011,September,Manitoba,Trucks,2943
2011,September,New Brunswick,Passenger cars,1236
2011,September,New Brunswick,Trucks,1898
2011,September,Newfoundland and Labrador,Passenger cars,1006
2011,September,Newfoundland and Labrador,Trucks,1615
2011,September,Nova Scotia,Passenger cars,1815
2011,September,Nova Scotia,Trucks,1949
2011,September,Ontario,Passenger cars,21663
2011,September,Ontario,Trucks,29147
2011,September,Prince Edward Island,Passenger cars,236
2011,September,Prince Edward Island,Trucks,265
2011,September,Quebec,Passenger cars,18801
2011,September,Quebec,Trucks,16194
2011,September,Saskatchewan,Passenger cars,1027
2011,September,Saskatchewan,Trucks,3511
2011,October,Alberta,Passenger cars,4260
2011,October,Alberta,Trucks,15091
2011,October,British Columbia,Passenger cars,4887
2011,October,British Columbia,Trucks,8165
2011,October,Manitoba,Passenger cars,1361
2011,October,Manitoba,Trucks,2679
2011,October,New Brunswick,Passenger cars,1163
2011,October,New Brunswick,Trucks,1854
2011,October,Newfoundland and Labrador,Passenger cars,873
2011,October,Newfoundland and Labrador,Trucks,1558
2011,October,Nova Scotia,Passenger cars,1620
2011,October,Nova Scotia,Trucks,1898
2011,October,Ontario,Passenger cars,19977
2011,October,Ontario,Trucks,27095
2011,October,Prince Edward Island,Passenger cars,222
2011,October,Prince Edward Island,Trucks,236
2011,October,Quebec,Passenger cars,17085
2011,October,Quebec,Trucks,14548
2011,October,Saskatchewan,Passenger cars,916
2011,October,Saskatchewan,Trucks,3561
2011,November,Alberta,Passenger cars,3786
2011,November,Alberta,Trucks,14900
2011,November,British Columbia,Passenger cars,4556
2011,November,British Columbia,Trucks,7678
2011,November,Manitoba,Passenger cars,1093
2011,November,Manitoba,Trucks,2615
2011,November,New Brunswick,Passenger cars,1099
2011,November,New Brunswick,Trucks,1722
2011,November,Newfoundland and Labrador,Passenger cars,818
2011,November,Newfoundland and Labrador,Trucks,1539
2011,November,Nova Scotia,Passenger cars,1549
2011,November,Nova Scotia,Trucks,1774
2011,November,Ontario,Passenger cars,19983
2011,November,Ontario,Trucks,26067
2011,November,Prince Edward Island,Passenger cars,197
2011,November,Prince Edward Island,Trucks,236
2011,November,Quebec,Passenger cars,16900
2011,November,Quebec,Trucks,13997
2011,November,Saskatchewan,Passenger cars,782
2011,November,Saskatchewan,Trucks,3175
2011,December,Alberta,Passenger cars,3404
2011,December,Alberta,Trucks,14561
2011,December,British Columbia,Passenger cars,4895
2011,December,British Columbia,Trucks,8119
2011,December,Manitoba,Passenger cars,1086
2011,December,Manitoba,Trucks,2773
2011,December,New Brunswick,Passenger cars,1004
2011,December,New Brunswick,Trucks,1650
2011,December,Newfoundland and Labrador,Passenger cars,705
2011,December,Newfoundland and Labrador,Trucks,1260
2011,December,Nova Scotia,Passenger cars,1373
2011,December,Nova Scotia,Trucks,1739
2011,December,Ontario,Passenger cars,17286
2011,December,Ontario,Trucks,25191
2011,December,Prince Edward Island,Passenger cars,180
2011,December,Prince Edward Island,Trucks,223
2011,December,Quebec,Passenger cars,14916
2011,December,Quebec,Trucks,13226
2011,December,Saskatchewan,Passenger cars,797
2011,December,Saskatchewan,Trucks,3475
2012,January,Alberta,Passenger cars,3735
2012,January,Alberta,Trucks,12482
2012,January,British Columbia,Passenger cars,4022
2012,January,British Columbia,Trucks,6742
2012,January,Manitoba,Passenger cars,879
2012,January,Manitoba,Trucks,2023
2012,January,New Brunswick,Passenger cars,823
2012,January,New Brunswick,Trucks,1336
2012,January,Newfoundland and Labrador,Passenger cars,600
2012,January,Newfoundland and Labrador,Trucks,1100
2012,January,Nova Scotia,Passenger cars,1313
2012,January,Nova Scotia,Trucks,1463
2012,January,Ontario,Passenger cars,16622
2012,January,Ontario,Trucks,20832
2012,January,Prince Edward Island,Passenger cars,142
2012,January,Prince Edward Island,Trucks,203
2012,January,Quebec,Passenger cars,11726
2012,January,Quebec,Trucks,10689
2012,January,Saskatchewan,Passenger cars,723
2012,January,Saskatchewan,Trucks,2993
2012,February,Alberta,Passenger cars,3797
2012,February,Alberta,Trucks,12789
2012,February,British Columbia,Passenger cars,5035
2012,February,British Columbia,Trucks,7214
2012,February,Manitoba,Passenger cars,947
2012,February,Manitoba,Trucks,2240
2012,February,New Brunswick,Passenger cars,1099
2012,February,New Brunswick,Trucks,1415
2012,February,Newfoundland and Labrador,Passenger cars,733
2012,February,Newfoundland and Labrador,Trucks,1118
2012,February,Nova Scotia,Passenger cars,1497
2012,February,Nova Scotia,Trucks,1562
2012,February,Ontario,Passenger cars,17398
2012,February,Ontario,Trucks,22246
2012,February,Prince Edward Island,Passenger cars,178
2012,February,Prince Edward Island,Trucks,226
2012,February,Quebec,Passenger cars,14743
2012,February,Quebec,Trucks,11943
2012,February,Saskatchewan,Passenger cars,855
2012,February,Saskatchewan,Trucks,2782
2012,March,Alberta,Passenger cars,5589
2012,March,Alberta,Trucks,16472
2012,March,British Columbia,Passenger cars,6595
2012,March,British Columbia,Trucks,9018
2012,March,Manitoba,Passenger cars,1577
2012,March,Manitoba,Trucks,3291
2012,March,New Brunswick,Passenger cars,1766
2012,March,New Brunswick,Trucks,1963
2012,March,Newfoundland and Labrador,Passenger cars,1306
2012,March,Newfoundland and Labrador,Trucks,1655
2012,March,Nova Scotia,Passenger cars,2426
2012,March,Nova Scotia,Trucks,2151
2012,March,Ontario,Passenger cars,29069
2012,March,Ontario,Trucks,31063
2012,March,Prince Edward Island,Passenger cars,284
2012,March,Prince Edward Island,Trucks,299
2012,March,Quebec,Passenger cars,23870
2012,March,Quebec,Trucks,18397
2012,March,Saskatchewan,Passenger cars,1163
2012,March,Saskatchewan,Trucks,3734
2012,April,Alberta,Passenger cars,5232
2012,April,Alberta,Trucks,15359
2012,April,British Columbia,Passenger cars,7007
2012,April,British Columbia,Trucks,8543
2012,April,Manitoba,Passenger cars,1629
2012,April,Manitoba,Trucks,3206
2012,April,New Brunswick,Passenger cars,2078
2012,April,New Brunswick,Trucks,1904
2012,April,Newfoundland and Labrador,Passenger cars,1512
2012,April,Newfoundland and Labrador,Trucks,1781
2012,April,Nova Scotia,Passenger cars,2808
2012,April,Nova Scotia,Trucks,2118
2012,April,Ontario,Passenger cars,29248
2012,April,Ontario,Trucks,30901
2012,April,Prince Edward Island,Passenger cars,337
2012,April,Prince Edward Island,Trucks,265
2012,April,Quebec,Passenger cars,25331
2012,April,Quebec,Trucks,17450
2012,April,Saskatchewan,Passenger cars,1185
2012,April,Saskatchewan,Trucks,3478
2012,May,Alberta,Passenger cars,6400
2012,May,Alberta,Trucks,18326
2012,May,British Columbia,Passenger cars,8235
2012,May,British Columbia,Trucks,10177
2012,May,Manitoba,Passenger cars,1759
2012,May,Manitoba,Trucks,3272
2012,May,New Brunswick,Passenger cars,2143
2012,May,New Brunswick,Trucks,2320
2012,May,Newfoundland and Labrador,Passenger cars,1780
2012,May,Newfoundland and Labrador,Trucks,2070
2012,May,Nova Scotia,Passenger cars,3164
2012,May,Nova Scotia,Trucks,2299
2012,May,Ontario,Passenger cars,31986
2012,May,Ontario,Trucks,34301
2012,May,Prince Edward Island,Passenger cars,433
2012,May,Prince Edward Island,Trucks,344
2012,May,Quebec,Passenger cars,26732
2012,May,Quebec,Trucks,19324
2012,May,Saskatchewan,Passenger cars,1369
2012,May,Saskatchewan,Trucks,3934
2012,June,Alberta,Passenger cars,6283
2012,June,Alberta,Trucks,17219
2012,June,British Columbia,Passenger cars,8355
2012,June,British Columbia,Trucks,10086
2012,June,Manitoba,Passenger cars,1642
2012,June,Manitoba,Trucks,3279
2012,June,New Brunswick,Passenger cars,1976
2012,June,New Brunswick,Trucks,2222
2012,June,Newfoundland and Labrador,Passenger cars,1614
2012,June,Newfoundland and Labrador,Trucks,2116
2012,June,Nova Scotia,Passenger cars,2952
2012,June,Nova Scotia,Trucks,2343
2012,June,Ontario,Passenger cars,30971
2012,June,Ontario,Trucks,34672
2012,June,Prince Edward Island,Passenger cars,420
2012,June,Prince Edward Island,Trucks,288
2012,June,Quebec,Passenger cars,23328
2012,June,Quebec,Trucks,18211
2012,June,Saskatchewan,Passenger cars,1338
2012,June,Saskatchewan,Trucks,3875
2012,July,Alberta,Passenger cars,5106
2012,July,Alberta,Trucks,16370
2012,July,British Columbia,Passenger cars,5932
2012,July,British Columbia,Trucks,9367
2012,July,Manitoba,Passenger cars,1536
2012,July,Manitoba,Trucks,3188
2012,July,New Brunswick,Passenger cars,1615
2012,July,New Brunswick,Trucks,2121
2012,July,Newfoundland and Labrador,Passenger cars,1282
2012,July,Newfoundland and Labrador,Trucks,1930
2012,July,Nova Scotia,Passenger cars,2081
2012,July,Nova Scotia,Trucks,2214
2012,July,Ontario,Passenger cars,24579
2012,July,Ontario,Trucks,31931
2012,July,Prince Edward Island,Passenger cars,282
2012,July,Prince Edward Island,Trucks,327
2012,July,Quebec,Passenger cars,19699
2012,July,Quebec,Trucks,16816
2012,July,Saskatchewan,Passenger cars,1132
2012,July,Saskatchewan,Trucks,3943
2012,August,Alberta,Passenger cars,5130
2012,August,Alberta,Trucks,16883
2012,August,British Columbia,Passenger cars,5930
2012,August,British Columbia,Trucks,8932
2012,August,Manitoba,Passenger cars,1708
2012,August,Manitoba,Trucks,3262
2012,August,New Brunswick,Passenger cars,1602
2012,August,New Brunswick,Trucks,2034
2012,August,Newfoundland and Labrador,Passenger cars,1364
2012,August,Newfoundland and Labrador,Trucks,1976
2012,August,Nova Scotia,Passenger cars,2089
2012,August,Nova Scotia,Trucks,1985
2012,August,Ontario,Passenger cars,24638
2012,August,Ontario,Trucks,30518
2012,August,Prince Edward Island,Passenger cars,308
2012,August,Prince Edward Island,Trucks,308
2012,August,Quebec,Passenger cars,22205
2012,August,Quebec,Trucks,16305
2012,August,Saskatchewan,Passenger cars,1303
2012,August,Saskatchewan,Trucks,4097
2012,September,Alberta,Passenger cars,5725
2012,September,Alberta,Trucks,16752
2012,September,British Columbia,Passenger cars,6248
2012,September,British Columbia,Trucks,9200
2012,September,Manitoba,Passenger cars,1764
2012,September,Manitoba,Trucks,2997
2012,September,New Brunswick,Passenger cars,1572
2012,September,New Brunswick,Trucks,1730
2012,September,Newfoundland and Labrador,Passenger cars,1181
2012,September,Newfoundland and Labrador,Trucks,1739
2012,September,Nova Scotia,Passenger cars,2239
2012,September,Nova Scotia,Trucks,1861
2012,September,Ontario,Passenger cars,24889
2012,September,Ontario,Trucks,27484
2012,September,Prince Edward Island,Passenger cars,292
2012,September,Prince Edward Island,Trucks,300
2012,September,Quebec,Passenger cars,20124
2012,September,Quebec,Trucks,14952
2012,September,Saskatchewan,Passenger cars,1401
2012,September,Saskatchewan,Trucks,3820
2012,October,Alberta,Passenger cars,4685
2012,October,Alberta,Trucks,16432
2012,October,British Columbia,Passenger cars,5502
2012,October,British Columbia,Trucks,8151
2012,October,Manitoba,Passenger cars,1495
2012,October,Manitoba,Trucks,2914
2012,October,New Brunswick,Passenger cars,1434
2012,October,New Brunswick,Trucks,1686
2012,October,Newfoundland and Labrador,Passenger cars,1136
2012,October,Newfoundland and Labrador,Trucks,1556
2012,October,Nova Scotia,Passenger cars,1956
2012,October,Nova Scotia,Trucks,1877
2012,October,Ontario,Passenger cars,22805
2012,October,Ontario,Trucks,26300
2012,October,Prince Edward Island,Passenger cars,263
2012,October,Prince Edward Island,Trucks,249
2012,October,Quebec,Passenger cars,20840
2012,October,Quebec,Trucks,14747
2012,October,Saskatchewan,Passenger cars,1190
2012,October,Saskatchewan,Trucks,3674
2012,November,Alberta,Passenger cars,3717
2012,November,Alberta,Trucks,15457
2012,November,British Columbia,Passenger cars,5114
2012,November,British Columbia,Trucks,7553
2012,November,Manitoba,Passenger cars,1187
2012,November,Manitoba,Trucks,2601
2012,November,New Brunswick,Passenger cars,1250
2012,November,New Brunswick,Trucks,1527
2012,November,Newfoundland and Labrador,Passenger cars,924
2012,November,Newfoundland and Labrador,Trucks,1405
2012,November,Nova Scotia,Passenger cars,1911
2012,November,Nova Scotia,Trucks,1651
2012,November,Ontario,Passenger cars,21319
2012,November,Ontario,Trucks,26595
2012,November,Prince Edward Island,Passenger cars,280
2012,November,Prince Edward Island,Trucks,208
2012,November,Quebec,Passenger cars,18389
2012,November,Quebec,Trucks,13454
2012,November,Saskatchewan,Passenger cars,883
2012,November,Saskatchewan,Trucks,3424
2012,December,Alberta,Passenger cars,3984
2012,December,Alberta,Trucks,13861
2012,December,British Columbia,Passenger cars,5688
2012,December,British Columbia,Trucks,7673
2012,December,Manitoba,Passenger cars,1199
2012,December,Manitoba,Trucks,2641
2012,December,New Brunswick,Passenger cars,964
2012,December,New Brunswick,Trucks,1315
2012,December,Newfoundland and Labrador,Passenger cars,622
2012,December,Newfoundland and Labrador,Trucks,1106
2012,December,Nova Scotia,Passenger cars,1341
2012,December,Nova Scotia,Trucks,1402
2012,December,Ontario,Passenger cars,19495
2012,December,Ontario,Trucks,22204
2012,December,Prince Edward Island,Passenger cars,180
2012,December,Prince Edward Island,Trucks,184
2012,December,Quebec,Passenger cars,13624
2012,December,Quebec,Trucks,10177
2012,December,Saskatchewan,Passenger cars,932
2012,December,Saskatchewan,Trucks,3289
2013,January,Alberta,Passenger cars,3622
2013,January,Alberta,Trucks,13177
2013,January,British Columbia,Passenger cars,4403
2013,January,British Columbia,Trucks,7334
2013,January,Manitoba,Passenger cars,948
2013,January,Manitoba,Trucks,2256
2013,January,New Brunswick,Passenger cars,1047
2013,January,New Brunswick,Trucks,1296
2013,January,Newfoundland and Labrador,Passenger cars,634
2013,January,Newfoundland and Labrador,Trucks,1025
2013,January,Nova Scotia,Passenger cars,1240
2013,January,Nova Scotia,Trucks,1463
2013,January,Ontario,Passenger cars,15195
2013,January,Ontario,Trucks,18934
2013,January,Prince Edward Island,Passenger cars,189
2013,January,Prince Edward Island,Trucks,157
2013,January,Quebec,Passenger cars,10981
2013,January,Quebec,Trucks,10222
2013,January,Saskatchewan,Passenger cars,752
2013,January,Saskatchewan,Trucks,2997
2013,February,Alberta,Passenger cars,4141
2013,February,Alberta,Trucks,13517
2013,February,British Columbia,Passenger cars,4902
2013,February,British Columbia,Trucks,6848
2013,February,Manitoba,Passenger cars,1047
2013,February,Manitoba,Trucks,2190
2013,February,New Brunswick,Passenger cars,961
2013,February,New Brunswick,Trucks,1248
2013,February,Newfoundland and Labrador,Passenger cars,753
2013,February,Newfoundland and Labrador,Trucks,1206
2013,February,Nova Scotia,Passenger cars,1500
2013,February,Nova Scotia,Trucks,1412
2013,February,Ontario,Passenger cars,16489
2013,February,Ontario,Trucks,20942
2013,February,Prince Edward Island,Passenger cars,213
2013,February,Prince Edward Island,Trucks,144
2013,February,Quebec,Passenger cars,13635
2013,February,Quebec,Trucks,11084
2013,February,Saskatchewan,Passenger cars,690
2013,February,Saskatchewan,Trucks,2889
2013,March,Alberta,Passenger cars,5092
2013,March,Alberta,Trucks,16940
2013,March,British Columbia,Passenger cars,6561
2013,March,British Columbia,Trucks,10360
2013,March,Manitoba,Passenger cars,1526
2013,March,Manitoba,Trucks,3202
2013,March,New Brunswick,Passenger cars,1703
2013,March,New Brunswick,Trucks,2077
2013,March,Newfoundland and Labrador,Passenger cars,1320
2013,March,Newfoundland and Labrador,Trucks,1852
2013,March,Nova Scotia,Passenger cars,2394
2013,March,Nova Scotia,Trucks,2204
2013,March,Ontario,Passenger cars,27569
2013,March,Ontario,Trucks,31556
2013,March,Prince Edward Island,Passenger cars,270
2013,March,Prince Edward Island,Trucks,254
2013,March,Quebec,Passenger cars,22809
2013,March,Quebec,Trucks,17654
2013,March,Saskatchewan,Passenger cars,960
2013,March,Saskatchewan,Trucks,3650
2013,April,Alberta,Passenger cars,6042
2013,April,Alberta,Trucks,18605
2013,April,British Columbia,Passenger cars,6881
2013,April,British Columbia,Trucks,9678
2013,April,Manitoba,Passenger cars,1925
2013,April,Manitoba,Trucks,3845
2013,April,New Brunswick,Passenger cars,2049
2013,April,New Brunswick,Trucks,2315
2013,April,Newfoundland and Labrador,Passenger cars,1650
2013,April,Newfoundland and Labrador,Trucks,2013
2013,April,Nova Scotia,Passenger cars,2976
2013,April,Nova Scotia,Trucks,2531
2013,April,Ontario,Passenger cars,28897
2013,April,Ontario,Trucks,34262
2013,April,Prince Edward Island,Passenger cars,382
2013,April,Prince Edward Island,Trucks,411
2013,April,Quebec,Passenger cars,25041
2013,April,Quebec,Trucks,19927
2013,April,Saskatchewan,Passenger cars,1253
2013,April,Saskatchewan,Trucks,4498
2013,May,Alberta,Passenger cars,6952
2013,May,Alberta,Trucks,19508
2013,May,British Columbia,Passenger cars,7385
2013,May,British Columbia,Trucks,10921
2013,May,Manitoba,Passenger cars,2174
2013,May,Manitoba,Trucks,3718
2013,May,New Brunswick,Passenger cars,2285
2013,May,New Brunswick,Trucks,2364
2013,May,Newfoundland and Labrador,Passenger cars,1795
2013,May,Newfoundland and Labrador,Trucks,2238
2013,May,Nova Scotia,Passenger cars,3504
2013,May,Nova Scotia,Trucks,2695
2013,May,Ontario,Passenger cars,32916
2013,May,Ontario,Trucks,36639
2013,May,Prince Edward Island,Passenger cars,477
2013,May,Prince Edward Island,Trucks,315
2013,May,Quebec,Passenger cars,27155
2013,May,Quebec,Trucks,20289
2013,May,Saskatchewan,Passenger cars,1402
2013,May,Saskatchewan,Trucks,4298
2013,June,Alberta,Passenger cars,6235
2013,June,Alberta,Trucks,18071
2013,June,British Columbia,Passenger cars,7730
2013,June,British Columbia,Trucks,11245
2013,June,Manitoba,Passenger cars,2134
2013,June,Manitoba,Trucks,3734
2013,June,New Brunswick,Passenger cars,1879
2013,June,New Brunswick,Trucks,2249
2013,June,Newfoundland and Labrador,Passenger cars,1565
2013,June,Newfoundland and Labrador,Trucks,2125
2013,June,Nova Scotia,Passenger cars,3122
2013,June,Nova Scotia,Trucks,2559
2013,June,Ontario,Passenger cars,29771
2013,June,Ontario,Trucks,37117
2013,June,Prince Edward Island,Passenger cars,520
2013,June,Prince Edward Island,Trucks,359
2013,June,Quebec,Passenger cars,20744
2013,June,Quebec,Trucks,17654
2013,June,Saskatchewan,Passenger cars,1287
2013,June,Saskatchewan,Trucks,4339
2013,July,Alberta,Passenger cars,5936
2013,July,Alberta,Trucks,16933
2013,July,British Columbia,Passenger cars,6743
2013,July,British Columbia,Trucks,9315
2013,July,Manitoba,Passenger cars,1798
2013,July,Manitoba,Trucks,3145
2013,July,New Brunswick,Passenger cars,1937
2013,July,New Brunswick,Trucks,2143
2013,July,Newfoundland and Labrador,Passenger cars,1493
2013,July,Newfoundland and Labrador,Trucks,2051
2013,July,Nova Scotia,Passenger cars,2587
2013,July,Nova Scotia,Trucks,2283
2013,July,Ontario,Passenger cars,26701
2013,July,Ontario,Trucks,33521
2013,July,Prince Edward Island,Passenger cars,440
2013,July,Prince Edward Island,Trucks,360
2013,July,Quebec,Passenger cars,21847
2013,July,Quebec,Trucks,17330
2013,July,Saskatchewan,Passenger cars,1192
2013,July,Saskatchewan,Trucks,4080
2013,August,Alberta,Passenger cars,5958
2013,August,Alberta,Trucks,17590
2013,August,British Columbia,Passenger cars,6942
2013,August,British Columbia,Trucks,9664
2013,August,Manitoba,Passenger cars,1934
2013,August,Manitoba,Trucks,3434
2013,August,New Brunswick,Passenger cars,1839
2013,August,New Brunswick,Trucks,2051
2013,August,Newfoundland and Labrador,Passenger cars,1338
2013,August,Newfoundland and Labrador,Trucks,2150
2013,August,Nova Scotia,Passenger cars,2471
2013,August,Nova Scotia,Trucks,2315
2013,August,Ontario,Passenger cars,27133
2013,August,Ontario,Trucks,32837
2013,August,Prince Edward Island,Passenger cars,407
2013,August,Prince Edward Island,Trucks,363
2013,August,Quebec,Passenger cars,20981
2013,August,Quebec,Trucks,16216
2013,August,Saskatchewan,Passenger cars,1269
2013,August,Saskatchewan,Trucks,4479
2013,September,Alberta,Passenger cars,5697
2013,September,Alberta,Trucks,17256
2013,September,British Columbia,Passenger cars,6602
2013,September,British Columbia,Trucks,8965
2013,September,Manitoba,Passenger cars,1586
2013,September,Manitoba,Trucks,3189
2013,September,New Brunswick,Passenger cars,1671
2013,September,New Brunswick,Trucks,1888
2013,September,Newfoundland and Labrador,Passenger cars,1262
2013,September,Newfoundland and Labrador,Trucks,1945
2013,September,Nova Scotia,Passenger cars,2381
2013,September,Nova Scotia,Trucks,2082
2013,September,Ontario,Passenger cars,25188
2013,September,Ontario,Trucks,30717
2013,September,Prince Edward Island,Passenger cars,378
2013,September,Prince Edward Island,Trucks,295
2013,September,Quebec,Passenger cars,20002
2013,September,Quebec,Trucks,15358
2013,September,Saskatchewan,Passenger cars,1173
2013,September,Saskatchewan,Trucks,4009
2013,October,Alberta,Passenger cars,4931
2013,October,Alberta,Trucks,17560
2013,October,British Columbia,Passenger cars,5991
2013,October,British Columbia,Trucks,8836
2013,October,Manitoba,Passenger cars,1555
2013,October,Manitoba,Trucks,3222
2013,October,New Brunswick,Passenger cars,1584
2013,October,New Brunswick,Trucks,1884
2013,October,Newfoundland and Labrador,Passenger cars,1113
2013,October,Newfoundland and Labrador,Trucks,1781
2013,October,Nova Scotia,Passenger cars,2108
2013,October,Nova Scotia,Trucks,2128
2013,October,Ontario,Passenger cars,24231
2013,October,Ontario,Trucks,29772
2013,October,Prince Edward Island,Passenger cars,316
2013,October,Prince Edward Island,Trucks,286
2013,October,Quebec,Passenger cars,20393
2013,October,Quebec,Trucks,15345
2013,October,Saskatchewan,Passenger cars,996
2013,October,Saskatchewan,Trucks,4149
2013,November,Alberta,Passenger cars,4305
2013,November,Alberta,Trucks,15894
2013,November,British Columbia,Passenger cars,5511
2013,November,British Columbia,Trucks,8738
2013,November,Manitoba,Passenger cars,1304
2013,November,Manitoba,Trucks,2879
2013,November,New Brunswick,Passenger cars,1195
2013,November,New Brunswick,Trucks,1572
2013,November,Newfoundland and Labrador,Passenger cars,854
2013,November,Newfoundland and Labrador,Trucks,1432
2013,November,Nova Scotia,Passenger cars,1702
2013,November,Nova Scotia,Trucks,1951
2013,November,Ontario,Passenger cars,22589
2013,November,Ontario,Trucks,28939
2013,November,Prince Edward Island,Passenger cars,250
2013,November,Prince Edward Island,Trucks,245
2013,November,Quebec,Passenger cars,17485
2013,November,Quebec,Trucks,14224
2013,November,Saskatchewan,Passenger cars,816
2013,November,Saskatchewan,Trucks,3891
2013,December,Alberta,Passenger cars,3657
2013,December,Alberta,Trucks,15605
2013,December,British Columbia,Passenger cars,5110
2013,December,British Columbia,Trucks,8173
2013,December,Manitoba,Passenger cars,947
2013,December,Manitoba,Trucks,2583
2013,December,New Brunswick,Passenger cars,903
2013,December,New Brunswick,Trucks,1372
2013,December,Newfoundland and Labrador,Passenger cars,651
2013,December,Newfoundland and Labrador,Trucks,1193
2013,December,Nova Scotia,Passenger cars,1404
2013,December,Nova Scotia,Trucks,1532
2013,December,Ontario,Passenger cars,17707
2013,December,Ontario,Trucks,27062
2013,December,Prince Edward Island,Passenger cars,146
2013,December,Prince Edward Island,Trucks,159
2013,December,Quebec,Passenger cars,11850
2013,December,Quebec,Trucks,11246
2013,December,Saskatchewan,Passenger cars,756
2013,December,Saskatchewan,Trucks,3312
2014,January,Alberta,Passenger cars,3209
2014,January,Alberta,Trucks,13293
2014,January,British Columbia,Passenger cars,4097
2014,January,British Columbia,Trucks,7120
2014,January,Manitoba,Passenger cars,884
2014,January,Manitoba,Trucks,2122
2014,January,New Brunswick,Passenger cars,850
2014,January,New Brunswick,Trucks,1279
2014,January,Newfoundland and Labrador,Passenger cars,545
2014,January,Newfoundland and Labrador,Trucks,1108
2014,January,Nova Scotia,Passenger cars,1131
2014,January,Nova Scotia,Trucks,1342
2014,January,Ontario,Passenger cars,14504
2014,January,Ontario,Trucks,22526
2014,January,Prince Edward Island,Passenger cars,134
2014,January,Prince Edward Island,Trucks,215
2014,January,Quebec,Passenger cars,10237
2014,January,Quebec,Trucks,9707
2014,January,Saskatchewan,Passenger cars,586
2014,January,Saskatchewan,Trucks,2735
2014,February,Alberta,Passenger cars,3448
2014,February,Alberta,Trucks,13231
2014,February,British Columbia,Passenger cars,4386
2014,February,British Columbia,Trucks,7346
2014,February,Manitoba,Passenger cars,962
2014,February,Manitoba,Trucks,2226
2014,February,New Brunswick,Passenger cars,968
2014,February,New Brunswick,Trucks,1284
2014,February,Newfoundland and Labrador,Passenger cars,582
2014,February,Newfoundland and Labrador,Trucks,1040
2014,February,Nova Scotia,Passenger cars,1582
2014,February,Nova Scotia,Trucks,1603
2014,February,Ontario,Passenger cars,16222
2014,February,Ontario,Trucks,26592
2014,February,Prince Edward Island,Passenger cars,145
2014,February,Prince Edward Island,Trucks,177
2014,February,Quebec,Passenger cars,11579
2014,February,Quebec,Trucks,10750
2014,February,Saskatchewan,Passenger cars,706
2014,February,Saskatchewan,Trucks,2672
2014,March,Alberta,Passenger cars,5491
2014,March,Alberta,Trucks,17666
2014,March,British Columbia,Passenger cars,6829
2014,March,British Columbia,Trucks,10488
2014,March,Manitoba,Passenger cars,1423
2014,March,Manitoba,Trucks,3486
2014,March,New Brunswick,Passenger cars,1396
2014,March,New Brunswick,Trucks,1872
2014,March,Newfoundland and Labrador,Passenger cars,1239
2014,March,Newfoundland and Labrador,Trucks,1670
2014,March,Nova Scotia,Passenger cars,2306
2014,March,Nova Scotia,Trucks,2317
2014,March,Ontario,Passenger cars,26432
2014,March,Ontario,Trucks,36377
2014,March,Prince Edward Island,Passenger cars,239
2014,March,Prince Edward Island,Trucks,234
2014,March,Quebec,Passenger cars,19424
2014,March,Quebec,Trucks,16667
2014,March,Saskatchewan,Passenger cars,1052
2014,March,Saskatchewan,Trucks,4047
2014,April,Alberta,Passenger cars,5319
2014,April,Alberta,Trucks,19217
2014,April,British Columbia,Passenger cars,7045
2014,April,British Columbia,Trucks,10235
2014,April,Manitoba,Passenger cars,1791
2014,April,Manitoba,Trucks,3850
2014,April,New Brunswick,Passenger cars,2021
2014,April,New Brunswick,Trucks,2305
2014,April,Newfoundland and Labrador,Passenger cars,1574
2014,April,Newfoundland and Labrador,Trucks,2297
2014,April,Nova Scotia,Passenger cars,2833
2014,April,Nova Scotia,Trucks,2661
2014,April,Ontario,Passenger cars,30238
2014,April,Ontario,Trucks,39276
2014,April,Prince Edward Island,Passenger cars,372
2014,April,Prince Edward Island,Trucks,327
2014,April,Quebec,Passenger cars,24817
2014,April,Quebec,Trucks,20558
2014,April,Saskatchewan,Passenger cars,1223
2014,April,Saskatchewan,Trucks,4280
2014,May,Alberta,Passenger cars,6196
2014,May,Alberta,Trucks,20500
2014,May,British Columbia,Passenger cars,7868
2014,May,British Columbia,Trucks,11726
2014,May,Manitoba,Passenger cars,1669
2014,May,Manitoba,Trucks,3955
2014,May,New Brunswick,Passenger cars,2328
2014,May,New Brunswick,Trucks,2540
2014,May,Newfoundland and Labrador,Passenger cars,1616
2014,May,Newfoundland and Labrador,Trucks,2402
